image_id,geometry,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,Cost,image_id,area
298,"POLYGON ((2.23972907 48.93731326, 2.2398174599999994 48.807262219999984, 2.2398158 48.80646037999999, 2.2398156499999997 48.804313349999994, 2.4366648999999994 48.80165098999999, 2.43667563 48.8037971, 2.43667332 48.804608869999996, 2.43676189 48.93521796999998, 2.23972907 48.93731326))",fb764137-4e17-416e-93fb-666a7779fefe,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2022-01-06T15:48:47Z', 'processingDate': '2021-12-23T12:54:03.906Z', 'azimuthAngle': 179.9589003613346, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'ade0cf99-dafe-4a4c-91c3-59c6f3b4e328', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_00926801095087', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3382454803805945, 48.869493438433594], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_5c527bb376994e9bad72b8151a51503b', 'publicationDate': '2021-12-23T15:25:33.334378523Z', 'illuminationElevationAngle': 16.919350115563354, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2032-01-04T15:47:22.170530445Z', 'incidenceAngleAcrossTrack': -5.564541462624517, 'illuminationAzimuthAngle': 168.6997094798372, 'incidenceAngleAlongTrack': -10.990154298478055, 'incidenceAngle': 12.163820625100971, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",fb764137-4e17-416e-93fb-666a7779fefe,airbus,2021-12-23T11:01:16.754Z,,,99.0,0.3,HOURS,383400,276,214.1524755166357
299,"POLYGON ((2.22947296 48.93525403, 2.23072924 48.80109322, 2.23072446 48.800261939999984, 2.23060311 48.798020029999996, 2.44638077 48.80381778999998, 2.4463679499999995 48.80601477999999, 2.44636383 48.80683836999999, 2.44706406 48.9405016, 2.22947296 48.93525403))",ae709036-8b43-4e69-9f7e-e4cde6f817b2,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-12-18T14:08:49Z', 'processingDate': '2021-12-04T11:28:03.715Z', 'azimuthAngle': 180.0497263720745, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '9fd62cfd-aee6-4557-931d-a096672897bd', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00917900960527', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.338268509830407, 48.86927817928987], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_75acf88e05ba5ce30cd639479072d59a', 'publicationDate': '2021-12-04T11:33:55.190512825Z', 'illuminationElevationAngle': 18.295484129707525, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-12-16T14:08:24.182463487Z', 'incidenceAngleAcrossTrack': 19.995881360306367, 'illuminationAzimuthAngle': 166.86160251832254, 'incidenceAngleAlongTrack': -6.962908170413624, 'incidenceAngle': 20.78266988026964, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",ae709036-8b43-4e69-9f7e-e4cde6f817b2,airbus,2021-12-04T10:46:26.633Z,,,100.0,0.3,HOURS,433800,277,242.0251652161615
300,"POLYGON ((2.23238998 48.93728612999999, 2.23357708 48.805763729999995, 2.23356434 48.80495370999999, 2.23354614 48.804234449999996, 2.44342591 48.80230740999999, 2.44343099 48.80302584, 2.4434236700000005 48.80383565999999, 2.44395403 48.93474798999999, 2.23238998 48.93728612999999))",89f9d26b-b0a1-4b44-838e-aa2d522b9a11,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-12-18T14:08:50Z', 'processingDate': '2021-12-04T11:28:03.390Z', 'azimuthAngle': 179.9003489579256, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'bf38ea52-184e-4616-bc5d-16a61fbd0054', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00917900960528', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.338172005677654, 48.869814804464085], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_d0343f8113ab8ea8ce3f8c41baa10694', 'publicationDate': '2021-12-04T11:33:55.134837781Z', 'illuminationElevationAngle': 18.30454446652127, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-12-16T14:08:30.646339283Z', 'incidenceAngleAcrossTrack': 17.762720126159262, 'illuminationAzimuthAngle': 166.9218258421734, 'incidenceAngleAlongTrack': 3.2459284862041238, 'incidenceAngle': 17.972785109278185, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",89f9d26b-b0a1-4b44-838e-aa2d522b9a11,airbus,2021-12-04T10:46:41.639Z,,,100.0,0.3,HOURS,410400,278,228.17797372824552
301,"POLYGON ((2.2325086599999997 48.942983949999984, 2.2335262099999995 48.807310099999995, 2.2335513199999997 48.80646414999999, 2.23353237 48.80424943999999, 2.44323093 48.796640409999995, 2.44327267 48.79884384, 2.4432889600000003 48.799669109999996, 2.4438574799999997 48.93465252999999, 2.2325086599999997 48.942983949999984))",0f0d221d-f7c7-437c-87d5-cf8096c38329,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-12-18T14:08:49Z', 'processingDate': '2021-12-04T11:28:03.089Z', 'azimuthAngle': 180.0781726028833, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'b163f950-9d35-4069-a7da-384eae5438a3', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00917900960529', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3381830692051766, 48.86982479486589], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_9c812a8773da692d51e6e4ae88c05bd8', 'publicationDate': '2021-12-04T11:33:55.108478582Z', 'illuminationElevationAngle': 18.313228835028017, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-12-16T14:08:37.507467822Z', 'incidenceAngleAcrossTrack': 16.43444308170173, 'illuminationAzimuthAngle': 166.97810895336195, 'incidenceAngleAlongTrack': 12.513948687410512, 'incidenceAngle': 19.782029909783926, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",0f0d221d-f7c7-437c-87d5-cf8096c38329,airbus,2021-12-04T10:46:55.627Z,,,100.0,0.3,HOURS,426600,279,237.6648867157739
302,"POLYGON ((2.24198781 48.93474723, 2.2422016299999994 48.80935354999998, 2.2422015 48.80857718, 2.2421932999999994 48.80375049999999, 2.4342583199999996 48.80373322999999, 2.4342745799999994 48.808564269999984, 2.4342749899999996 48.80934120999999, 2.43446373 48.93496563999999, 2.24198781 48.93474723))",2635c0af-ffc6-48c9-b0eb-66fc9da2a17d,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-12-16T12:03:15Z', 'processingDate': '2021-12-02T11:37:03.493Z', 'azimuthAngle': 179.90236405176776, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'f2f6a572-df4b-440a-94d3-022d79212349', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_00834200944943', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.338225769104931, 48.86936079750447], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_608bb09e93c72485da3af97433080263', 'publicationDate': '2021-12-02T11:44:16.538059563Z', 'illuminationElevationAngle': 19.002098638314646, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-12-14T12:02:14.036095872Z', 'incidenceAngleAcrossTrack': -1.8812373577816832, 'illuminationAzimuthAngle': 169.75608277224552, 'incidenceAngleAlongTrack': 1.3852076574678343, 'incidenceAngle': 2.3366510642006775, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",2635c0af-ffc6-48c9-b0eb-66fc9da2a17d,airbus,2021-12-02T10:57:50.486Z,,,68.7,0.3,HOURS,369000,280,205.6664433880213
303,"POLYGON ((2.2414852199999995 48.934891549999996, 2.2417535899999996 48.80804455999999, 2.24175504 48.80726469, 2.24175986 48.80518407999998, 2.4347408 48.80510992999999, 2.4347455 48.8071965, 2.43474774 48.80798009, 2.4349770099999994 48.93503371999999, 2.2414852199999995 48.934891549999996))",170d371b-07d4-4938-9385-1df30f0e7f0e,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-12-16T12:03:16Z', 'processingDate': '2021-12-02T11:37:02.927Z', 'azimuthAngle': 180.0768164344372, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'f98006dd-dba0-4c10-ac24-6ea3d832683b', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_00834200944942', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3382311179035744, 48.87008447711123], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_c9860de2bcc77cdecc3c0b9c51c15dbe', 'publicationDate': '2021-12-02T11:44:16.509935198Z', 'illuminationElevationAngle': 18.995485500077404, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-12-14T12:02:23.501189005Z', 'incidenceAngleAcrossTrack': 0.19765801642770997, 'illuminationAzimuthAngle': 169.70734257677648, 'incidenceAngleAlongTrack': -6.6227863032100505, 'incidenceAngle': 6.626005721516664, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",170d371b-07d4-4938-9385-1df30f0e7f0e,airbus,2021-12-02T10:57:38.497Z,,,67.3,0.3,HOURS,367200,281,204.65473923852193
304,"POLYGON ((2.24055331 48.934850609999984, 2.2406923799999996 48.80610545, 2.24069032 48.80530727999999, 2.24068082 48.80316852999999, 2.43573085 48.80453453, 2.43574469 48.80667228, 2.4357484 48.807470809999984, 2.4359449099999995 48.93647339, 2.24055331 48.934850609999984))",0702d5d8-5f3f-4646-9fad-26af37ded923,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-12-16T12:03:18Z', 'processingDate': '2021-12-02T11:32:08.016Z', 'azimuthAngle': 179.90613113434338, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '0d582694-f0b5-46a9-9b5c-f90baee8d140', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO4_00834200944944', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.338249109912681, 48.86983262907685], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_8da49e4ceebf845f1f41d3dd5db23466', 'publicationDate': '2021-12-02T11:38:45.711744466Z', 'illuminationElevationAngle': 19.00749449770186, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-12-14T12:02:30.996087234Z', 'incidenceAngleAcrossTrack': -4.112690717820454, 'illuminationAzimuthAngle': 169.8049226003085, 'incidenceAngleAlongTrack': 9.34982309280178, 'incidenceAngle': 10.142996270218296, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",0702d5d8-5f3f-4646-9fad-26af37ded923,airbus,2021-12-02T10:58:02.500Z,,,70.9,0.3,HOURS,376200,282,209.9324127843235
305,"POLYGON ((2.1888276099999997 48.99905925999999, 2.1898505699999995 48.84865009999999, 2.18984413 48.84775118999999, 2.19007139 48.70584671999998, 2.3995876099999998 48.69914639999999, 2.4004588399999998 48.84117534, 2.40045633 48.84211745, 2.40083345 48.992153759999994, 2.1888276099999997 48.99905925999999))",5b830136-68ef-43be-a535-fa64b3cd8b59,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-12-13T14:16:27Z', 'processingDate': '2021-11-29T12:56:02.379Z', 'azimuthAngle': 179.96723952079404, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '92a8c3b6-6cf2-4270-b23c-e95be79f76d9', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00910500921926', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.2948305314390947, 48.84900171663022], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_0845a78e9c820b703c3bef1b74612d24', 'publicationDate': '2021-11-29T13:00:49.341595623Z', 'illuminationElevationAngle': 19.333259184400625, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-12-11T14:14:38.605100983Z', 'incidenceAngleAcrossTrack': 7.604667663681654, 'illuminationAzimuthAngle': 168.2126696888318, 'incidenceAngleAlongTrack': 24.32256012729471, 'incidenceAngle': 24.9585458650298, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",5b830136-68ef-43be-a535-fa64b3cd8b59,airbus,2021-11-29T10:50:58.433Z,,,14.6,0.3,HOURS,905400,283,504.060382980291
306,"POLYGON ((2.33268233 48.99737226999999, 2.33447409 48.85906309999999, 2.33448725 48.85820527999999, 2.33264734 48.72047324999999, 2.33263156 48.71961649, 2.33237694 48.70818648000001, 2.5711512699999997 48.70011180999999, 2.57136686 48.71170919, 2.57138166 48.71257820999999, 2.5724463399999995 48.85234406, 2.57248569 48.85320724999999, 2.57031696 48.99346383999999, 2.33268233 48.99737226999999))",9cec1f08-1a9e-4b34-8048-9d813f001713,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-12-09T13:46:08Z', 'processingDate': '2021-11-25T13:31:02.510Z', 'azimuthAngle': 179.70779629457982, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '4f107aed-0ff5-4aa9-b8aa-151830a02587', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00904600893515', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.4524313150395374, 48.84865730144587], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_549a1e580e41a85ad0022c1a4d6e3f58', 'publicationDate': '2021-11-25T13:33:16.511126137Z', 'illuminationElevationAngle': 20.684623338443803, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-12-07T13:44:53.414608067Z', 'incidenceAngleAcrossTrack': -26.719408765164722, 'illuminationAzimuthAngle': 173.94344124194558, 'incidenceAngleAlongTrack': -5.565302731318318, 'incidenceAngle': 26.985283492581953, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",9cec1f08-1a9e-4b34-8048-9d813f001713,airbus,2021-11-25T11:12:39.420Z,,,100.0,0.3,HOURS,1017000,284,566.0695790735203
307,"POLYGON ((2.2026825 48.885715829999995, 2.2024938699999996 48.82463846999999, 2.49964226 48.83376371, 2.49960862 48.89521933999998, 2.2026825 48.885715829999995))",f8f066be-2f00-4561-aa58-5cfb5a50c0c9,phr,phr,oneatlas,"{'commercialReference': 'SO21078103', 'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202111231106581_FR1_PX_E002N48_0521_00592', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-11-24T05:02:58.167398252Z', 'processingDate': '2021-11-24T03:54:33.834', 'parentIdentifier': 'DS_PHR1A_202111231107351_FR1_PX_E002N48_0521_00596', 'azimuthAngle': 179.9923121412625, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'a6049dc5-0a9f-42f9-a702-a18a59258754', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': [2.3510680637263754, 48.860016057927126], 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': 'a90f69bc-1e36-48d7-90f0-a941d41fab43', 'publicationDate': '2021-11-24T05:02:58.167398252Z', 'illuminationElevationAngle': 20.57094567544912, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2022-11-24T05:02:58.167401776Z', 'incidenceAngleAcrossTrack': -15.30679576367941, 'illuminationAzimuthAngle': 172.4936697284974, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 10.68119025849914, 'incidenceAngle': 18.38638057886815, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1A_202111231107351_FR1_PX_E002N48_0521_00596', 'organisationName': 'AIRBUS DS GEO'}",f8f066be-2f00-4561-aa58-5cfb5a50c0c9,airbus,2021-11-23T11:07:35.181Z,,,0.0,0.5,MINUTES,148380,285,148.4937376571686
308,"POLYGON ((2.2205182 48.935220329999986, 2.22214928 48.797603089999996, 2.45496825 48.80474689999999, 2.45572737 48.941484509999995, 2.2205182 48.935220329999986))",a3e54a67-2db0-44eb-9df5-647bda7b6eaf,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-11-27T13:42:21Z', 'processingDate': '2021-11-13T12:58:07.035Z', 'azimuthAngle': 179.82439461340567, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'c2c380aa-a038-431d-85f4-1f9cfae2b8d1', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00825300809196', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.338122781620424, 48.86956911953185], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_d0d3057ba881e2d0ace0daa86ac8605d', 'publicationDate': '2021-11-13T13:20:52.412387691Z', 'illuminationElevationAngle': 22.676829009262466, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-11-25T13:41:41.298341898Z', 'incidenceAngleAcrossTrack': 25.690704147697293, 'illuminationAzimuthAngle': 166.51817245118593, 'incidenceAngleAlongTrack': -6.326242759314312, 'incidenceAngle': 26.093942975504373, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",a3e54a67-2db0-44eb-9df5-647bda7b6eaf,airbus,2021-11-13T10:42:43.785Z,,,100.0,0.3,HOURS,469800,286,261.92112662480037
309,"POLYGON ((2.22390305 48.93822596, 2.22550503 48.80461859, 2.45160387 48.80211329999999, 2.45231849 48.93472796, 2.22390305 48.93822596))",a8aba663-026e-41a9-8e38-353801c5e5af,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-11-27T13:12:26Z', 'processingDate': '2021-11-13T12:49:01.869Z', 'azimuthAngle': 179.81906826274778, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '41903276-3915-4b26-8e74-34db922a2f75', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00825300809197', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3381107701598864, 48.87019516708914], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_22ab421ae5f2c00436be59f0263556ec', 'publicationDate': '2021-11-13T12:59:44.612450953Z', 'illuminationElevationAngle': 22.685633939182367, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-11-25T13:10:44.395349892Z', 'incidenceAngleAcrossTrack': 23.846330952012504, 'illuminationAzimuthAngle': 166.5776507524806, 'incidenceAngleAlongTrack': 3.2219413546879907, 'incidenceAngle': 23.96255074674071, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",a8aba663-026e-41a9-8e38-353801c5e5af,airbus,2021-11-13T10:42:57.793Z,,,100.0,0.3,HOURS,442800,287,246.78417053718772
310,"POLYGON ((2.22468256 48.9461521, 2.22619361 48.805934129999976, 2.22619072 48.80507418, 2.22618956 48.804309299999986, 2.45077537 48.79351572, 2.45077511 48.79427897999999, 2.4507807499999994 48.79513544, 2.45153738 48.93415488, 2.22468256 48.9461521))",8c005a50-5781-49e0-bb7f-ffceb9ac8b3a,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-11-27T13:16:45Z', 'processingDate': '2021-11-13T12:30:01.432Z', 'azimuthAngle': 179.96497250002466, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '8361047c-2919-476e-b0d9-cffdf794ab15', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00825300809198', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.338109967830819, 48.86985072959923], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_ecccb2b625a3059fca81b9c946ab930a', 'publicationDate': '2021-11-13T12:39:32.755146267Z', 'illuminationElevationAngle': 22.69490732794936, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-11-25T13:15:37.614033609Z', 'incidenceAngleAcrossTrack': 22.88266686988086, 'illuminationAzimuthAngle': 166.63713824005498, 'incidenceAngleAlongTrack': 12.536018061834753, 'incidenceAngle': 24.84021438080003, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",8c005a50-5781-49e0-bb7f-ffceb9ac8b3a,airbus,2021-11-13T10:43:11.764Z,,,100.0,0.3,HOURS,466200,288,260.0504950700871
311,"POLYGON ((2.22468256 48.9461521, 2.22619361 48.805934129999976, 2.22619072 48.80507418, 2.22618956 48.804309299999986, 2.45077537 48.79351572, 2.45077511 48.79427897999999, 2.4507807499999994 48.79513544, 2.45153738 48.93415488, 2.22468256 48.9461521))",85284fb1-bd24-4d2a-b7d6-91e402d60d74,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-11-13T12:39:32.463230197Z', 'processingDate': '2021-11-13T12:30:01.432Z', 'azimuthAngle': 179.96497250002466, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '3c2b08f2-6298-4f98-81ea-fdcfcbe71433', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00825300809198', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.338109967830819, 48.86985072959923], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_ecccb2b625a3059fca81b9c946ab930a', 'publicationDate': '2021-11-13T12:39:32.463230197Z', 'illuminationElevationAngle': 22.69490732794936, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-11-11T12:37:35.906851206Z', 'incidenceAngleAcrossTrack': 22.88266686988086, 'illuminationAzimuthAngle': 166.63713824005498, 'incidenceAngleAlongTrack': 12.536018061834753, 'incidenceAngle': 24.84021438080003, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",85284fb1-bd24-4d2a-b7d6-91e402d60d74,airbus,2021-11-13T10:43:11.764Z,,,100.0,0.3,HOURS,466200,289,260.0504950700871
312,"POLYGON ((2.23024484 48.94617586, 2.22968751 48.80674584, 2.2296884199999996 48.805875539999995, 2.22968465 48.805105089999984, 2.44650704 48.79221623, 2.44651175 48.79299305, 2.44650864 48.79387231999999, 2.4462284099999994 48.93511283, 2.23024484 48.94617586))",48a5804b-1954-4aaf-856a-6d21edc9cf61,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-11-18T16:28:07Z', 'processingDate': '2021-11-04T13:28:01.214Z', 'azimuthAngle': 179.65428796677918, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '15236a99-c45c-460b-b239-a3908262226a', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00812000716354', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3380982003548136, 48.86920738865212], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_af4f42d9692d9f800c8f53ea4e4ba4d4', 'publicationDate': '2021-11-04T13:33:15.814541559Z', 'illuminationElevationAngle': 26.01428781980508, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-11-16T14:03:59.472003599Z', 'incidenceAngleAcrossTrack': -17.946222300020814, 'illuminationAzimuthAngle': 173.10521012877797, 'incidenceAngleAlongTrack': -16.84284428216823, 'incidenceAngle': 23.00167235297339, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",48a5804b-1954-4aaf-856a-6d21edc9cf61,airbus,2021-11-04T11:08:37.763Z,,,95.2,0.3,HOURS,450000,290,250.6926598846252
