image_id,id,constellation,collection,providerName,providerProperties,sceneId,producer,acquisitionDate,start_datetime,end_datetime,cloudCoverage,resolution,deliveryTime,cost,image_id,area,incidence_angle,geometry
305,ea65e58b-631a-4e6f-b132-9e909f98bc3b,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-10-04T14:39:41Z', 'processingDate': '2021-09-18T13:11:03.002Z', 'azimuthAngle': 180.41549253395124, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '185ddd42-11a8-46a1-baa3-feed65739bf3', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00619400375594', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.1373775140000046, 48.847658801789706], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_43cf99064f326a76cb573161d7ea970f', 'publicationDate': '2021-09-18T13:12:15.886988127Z', 'illuminationElevationAngle': 42.876904677159686, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-10-02T14:38:03.221859793Z', 'incidenceAngleAcrossTrack': -10.69762838048967, 'illuminationAzimuthAngle': 165.91147881091402, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -10.491089610525327, 'incidenceAngle': 14.892464678216, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",ea65e58b-631a-4e6f-b132-9e909f98bc3b,airbus,2021-09-18 11:05:01.309000+00:00,,,27.9,0.3,HOURS,855000,305,475.40794107587874,14.892464678216,"POLYGON ((2.03618244 48.99431678, 2.03676884 48.86365294, 2.0367783 48.86283947, 2.03625986 48.73273830999999, 2.0362536 48.7319283, 2.03623592 48.70661652, 2.2378196 48.70119823999999, 2.23788691 48.72665977, 2.23789564 48.72747449, 2.23857179 48.85847147, 2.23857259 48.85928408, 2.23781878 48.99103457, 2.03618244 48.99431678))"
306,92d47882-197d-4850-9517-64961942e89d,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-10-01T13:48:09Z', 'processingDate': '2021-09-17T13:41:07.418Z', 'azimuthAngle': 180.74347210045298, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'b64aa731-9512-433c-8ed1-20dcbc620231', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00617900368715', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.4529350570545208, 48.84930918015101], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_876af2deb56ae518e45b9e2fbef9e58d', 'publicationDate': '2021-09-17T13:42:19.959844248Z', 'illuminationElevationAngle': 42.38445884634828, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-09-29T13:47:27.622288168Z', 'incidenceAngleAcrossTrack': 24.669404699212713, 'illuminationAzimuthAngle': 159.78369039270694, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -21.837524470872754, 'incidenceAngle': 29.56965968131555, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",92d47882-197d-4850-9517-64961942e89d,airbus,2021-09-17 10:46:02.748000+00:00,,,18.6,0.3,HOURS,1047600,306,583.2818196919803,29.56965968131555,"POLYGON ((2.33506932 48.9916553, 2.33469961 48.83988799, 2.3346756 48.838933439999984, 2.33605777 48.68822834, 2.33607325 48.68729294, 2.3360676 48.686449, 2.56987974 48.70913143, 2.56987822 48.709961519999986, 2.56987216 48.71089241, 2.56954585 48.86057793, 2.56955404 48.86151235, 2.57119452 49.01240206, 2.33506932 48.9916553))"
307,64054244-9251-4d13-91ae-1fdad281c622,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-10-01T13:38:58Z', 'processingDate': '2021-09-17T13:25:01.409Z', 'azimuthAngle': 179.31707432665925, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '2526ce23-2fbe-406b-a224-d8388451df5b', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00617900368731', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3460647520110927, 48.857842224737986], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_c1f413fce9b2aa9f34f8e79e574503df', 'publicationDate': '2021-09-17T13:27:25.569766685Z', 'illuminationElevationAngle': 42.422967167343096, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-09-29T13:38:45.511446111Z', 'incidenceAngleAcrossTrack': 13.612527215595563, 'illuminationAzimuthAngle': 160.05218430224662, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 26.02769904539012, 'incidenceAngle': 28.134666751733356, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",64054244-9251-4d13-91ae-1fdad281c622,airbus,2021-09-17 10:47:17.561000+00:00,,,19.1,0.3,HOURS,423000,307,235.8505457902211,28.134666751733356,"POLYGON ((2.23567835 48.93083324, 2.2365963 48.79901426, 2.45572162 48.78481682999998, 2.45645115 48.91581591, 2.23567835 48.93083324))"
308,077f1fbe-17ba-4bd4-90fb-7d35b454ce71,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-10-01T13:28:11Z', 'processingDate': '2021-09-17T13:21:06.645Z', 'azimuthAngle': 179.84770931886052, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'fc76b063-6d75-4d89-8bbd-8f70fbb37aa9', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00617900368753', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.295349415999685, 48.84850343814543], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_40e1c12da4b9201756c6b2cb3cd97f81', 'publicationDate': '2021-09-17T13:22:15.881569659Z', 'illuminationElevationAngle': 42.36661778857674, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-09-29T13:27:58.529310067Z', 'incidenceAngleAcrossTrack': 21.331959950303187, 'illuminationAzimuthAngle': 159.6744129044098, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -10.648501168176052, 'incidenceAngle': 22.960526568777908, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",077f1fbe-17ba-4bd4-90fb-7d35b454ce71,airbus,2021-09-17 10:46:19.867000+00:00,,,18.0,0.3,HOURS,950400,308,529.3333842977889,22.960526568777908,"POLYGON ((2.1841315 48.991514659999986, 2.18449926 48.85416725, 2.18454522 48.85333139, 2.18564928 48.71689602, 2.18565719 48.71604661, 2.18553509 48.69707894, 2.40506164 48.70717957, 2.40524467 48.72601772, 2.40523812 48.726860569999985, 2.40534707 48.862569569999984, 2.40535001 48.86341403, 2.40656733 49.00012665, 2.1841315 48.991514659999986))"
309,07649102-2884-45dc-a633-324cc39ba54b,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-09-13T11:54:43.438175051Z', 'processingDate': '2021-09-12T12:45:01.121Z', 'azimuthAngle': 180.4688437398299, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '6d2374bf-4011-45b4-bd13-27a8d113095a', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00610500340907', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.346238582584619, 48.85822113807971], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_f28011ed-238d-4d6f-b6be-d88b69807956', 'publicationDate': '2021-09-13T11:54:43.438175051Z', 'illuminationElevationAngle': 44.432572752965804, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-09-11T11:54:19.876394188Z', 'incidenceAngleAcrossTrack': 6.376571541916315, 'illuminationAzimuthAngle': 160.06888941971954, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 22.539716863841917, 'incidenceAngle': 23.299378159507324, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",07649102-2884-45dc-a633-324cc39ba54b,airbus,2021-09-12 10:50:58.439000+00:00,,,13.6,0.3,HOURS,372600,309,207.91220402022302,23.299378159507324,"POLYGON ((2.24179731 48.92228051, 2.24235947 48.79976664, 2.45010464 48.79412213, 2.45067985 48.91622426, 2.24179731 48.92228051))"
310,99066522-356c-4004-ad47-ebb0b8572add,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-09-13T11:53:58.100801677Z', 'processingDate': '2021-09-12T12:51:01.583Z', 'azimuthAngle': 179.9413159460085, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'f777c61e-1b3b-4f60-a896-a8e7ec16f1ae', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00610500340896', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.0667082667059478, 48.70888048078063], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_753222f5-9613-44a2-a2d2-e75c7d901148', 'publicationDate': '2021-09-13T11:53:58.100801677Z', 'illuminationElevationAngle': 44.521508204657984, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-09-11T11:53:40.414041635Z', 'incidenceAngleAcrossTrack': 7.782741683488276, 'illuminationAzimuthAngle': 159.7120983040956, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 28.67174077768971, 'incidenceAngle': 29.169124445541605, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",99066522-356c-4004-ad47-ebb0b8572add,airbus,2021-09-12 10:51:11.628000+00:00,,,28.6,0.3,HOURS,329400,310,257.94757349268394,29.169124445541605,"POLYGON ((1.95768601 48.78565714, 1.95848539 48.64044023, 2.17503922 48.63207908, 2.17573053 48.77694794, 1.95768601 48.78565714))"
311,4c921a5a-bc08-4e5c-8e73-a79cfb80312e,phr,phr,oneatlas,"{'commercialReference': 'SO21057355', 'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202109071100053_FR1_PX_E001N48_1116_01574', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-09-08T05:43:32.940224344Z', 'processingDate': '2021-09-08T03:56:46.336', 'parentIdentifier': 'DS_PHR1B_202109071100423_FR1_PX_E001N48_1116_01578', 'azimuthAngle': 180.0168381196664, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '99addc91-6db7-42c3-a37c-d372fb99ee2a', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': [1.889883845153809, 48.66142107008937], 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': 'ba2370cf-7da2-4356-b984-5a900b836e68', 'publicationDate': '2021-09-08T05:43:32.940224344Z', 'illuminationElevationAngle': 46.09656741419426, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2022-09-08T05:43:32.940229713Z', 'incidenceAngleAcrossTrack': -3.949067489440532, 'illuminationAzimuthAngle': 161.7778635759704, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 23.06085196193782, 'incidenceAngle': 23.3300306194822, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1B_202109071100423_FR1_PX_E001N48_1116_01578', 'organisationName': 'AIRBUS DS GEO'}",4c921a5a-bc08-4e5c-8e73-a79cfb80312e,airbus,2021-09-07 11:00:42.306000+00:00,,,0.0,0.5,MINUTES,17710,311,438.67273375765603,23.3300306194822,"POLYGON ((1.74258424 48.7495108, 1.74322253 48.56742035, 2.03657982 48.57313452, 2.03718345 48.75535078, 1.74258424 48.7495108))"
312,25e4e533-c09c-4544-8a74-43f6cc1e41fc,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202109011056255_FR1_PX_E001N48_1118_03280', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-09-01T16:30:29Z', 'processingDate': '2021-09-01T15:40:48.392Z', 'parentIdentifier': 'DS_PHR1A_202109011056255_FR1_PX_E001N48_1118_03280', 'azimuthAngle': 180.0059679532222, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '654cb1dd-a9eb-4c76-9106-681a347a07a5', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [1.8899546479836224, 48.74123636619169], 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'mmcat_14c3412b-658e-4a3c-8535-7cbdbfe797f1', 'publicationDate': '2021-09-01T15:55:06.784617957Z', 'illuminationElevationAngle': 47.84851515021955, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2031-08-30T16:28:26.942777446Z', 'incidenceAngleAcrossTrack': 5.594855428193234, 'illuminationAzimuthAngle': 158.9578701479223, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 13.55080273513527, 'incidenceAngle': 14.58301364313612, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202109011056255_FR1_PX_E001N48_1118_03280', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",25e4e533-c09c-4544-8a74-43f6cc1e41fc,airbus,2021-09-01 10:56:25.555000+00:00,,,31.1,0.5,HOURS,27520,312,797.9749267338631,14.58301364313612,"POLYGON ((1.74986929 48.56982953, 1.76992148 48.56976696, 1.87974397 48.56883098999999, 2.03009762 48.56606695, 2.03154425 48.91186556, 1.84461536 48.91585309, 1.74836505 48.91663985999999, 1.74986929 48.56982953))"
313,4e66b380-2371-4f61-9338-c1459e9e48bb,pneo,pneo,oneatlas,"{'qualified': False, 'lastUpdateDate': '2021-08-13T12:32:36Z', 'processingDate': '2021-08-13T12:25:01.462Z', 'azimuthAngle': 178.37974344174094, 'workspaceTitle': 'Workspace temporaire pour la data pneo', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': 'ce870583-83a7-44da-8669-2d8d4c933bed', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': 'ACQ_PNEO3_00504600181758', 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3460391603899455, 48.85753241267872], 'workspaceName': 'public-pneo', 'processorName': 'MMCAT', 'correlationId': 'mmcat_a6445e88-d401-4d08-949a-54ff915a3018', 'publicationDate': '2021-08-13T12:27:31.524250554Z', 'illuminationElevationAngle': 55.41558383618039, 'productType': 'mono', 'workspaceId': '3e88441b-adc9-4be6-bd80-59d4fb69d5a7', 'expirationDate': '2031-08-11T12:32:28.383764989Z', 'incidenceAngleAcrossTrack': -23.518116730269867, 'illuminationAzimuthAngle': 161.30491560845496, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -21.677374933433068, 'incidenceAngle': 28.945989049467514, 'processingCenter': 'MOC', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",4e66b380-2371-4f61-9338-c1459e9e48bb,airbus,2021-08-13 11:12:15.635000+00:00,,,10.1,0.3,HOURS,455400,313,253.9078853547458,28.945989049467514,"POLYGON ((2.23023079 48.93432424, 2.22909416 48.80207952, 2.46298416 48.7807009, 2.46268296 48.91526886, 2.23023079 48.93432424))"
314,a714973f-d748-459c-8386-5b8f93de5b3c,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202108121059384_FR1_PX_E002N48_0216_01787', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-08-12T13:18:24Z', 'processingDate': '2021-08-12T13:02:25.291Z', 'parentIdentifier': 'DS_PHR1B_202108121059384_FR1_PX_E002N48_0216_01787', 'azimuthAngle': 179.9462857142751, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '2b35283d-c246-4c46-b91e-ecb3b70c2df8', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.1260052621272703, 48.659755064820004], 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'mmcat_bf3f1bf7-f7bc-472e-aeec-a90e04ba9740', 'publicationDate': '2021-08-12T13:10:26.532074248Z', 'illuminationElevationAngle': 54.33306881900261, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2031-08-10T13:17:39.954543178Z', 'incidenceAngleAcrossTrack': 3.853166632308402, 'illuminationAzimuthAngle': 155.6965775646192, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -10.56043779507464, 'incidenceAngle': 11.21202883712754, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202108121059384_FR1_PX_E002N48_0216_01787', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",a714973f-d748-459c-8386-5b8f93de5b3c,airbus,2021-08-12 10:59:38.430000+00:00,,,52.7,0.5,HOURS,232820,314,417.6045221351686,11.21202883712754,"POLYGON ((1.9877404 48.56665328, 2.10216206 48.56841664, 2.26449935 48.56913228, 2.26497988 48.75266795, 2.2451959 48.75280425, 2.1364102 48.75249336, 1.98703064 48.750567729999986, 1.9877404 48.56665328))"
315,c65148ad-9c52-48b0-be51-2b84ac7af10a,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1B_202108051103573_FR1_PX_E001N48_1120_01787', 'acquisitionStation': 'SV1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-08-05T16:26:05Z', 'processingDate': '2021-08-05T15:58:55.482Z', 'parentIdentifier': 'DS_PHR1B_202108051103573_FR1_PX_E001N48_1120_01787', 'azimuthAngle': 180.0119819286018, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '8b78d8b5-f4ea-489e-8025-76a2249a1fbc', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [1.8897984931971619, 48.8225362277528], 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'mmcat_0a75bb33-d100-49df-b20b-c23036034be6', 'publicationDate': '2021-08-05T16:14:00.820529868Z', 'illuminationElevationAngle': 56.25929412530853, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2031-08-03T16:25:36.084674961Z', 'incidenceAngleAcrossTrack': -6.104870475469049, 'illuminationAzimuthAngle': 155.6347171049255, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 10.4221928918294, 'incidenceAngle': 12.01174204115516, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1B_202108051103573_FR1_PX_E001N48_1120_01787', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",c65148ad-9c52-48b0-be51-2b84ac7af10a,airbus,2021-08-05 11:03:57.305000+00:00,,,92.0615294418304,0.5,HOURS,16630,315,420.9335939523359,12.01174204115516,"POLYGON ((1.74987664 48.72869471, 1.85145379 48.73056495, 2.02958063 48.73204902, 2.03000994 48.91632477999999, 2.00990109 48.91622967, 1.85843949 48.91466249, 1.74958705 48.91235133, 1.74987664 48.72869471))"
316,f1ba135f-ce53-4715-827e-8826c96f0731,phr,phr,oneatlas,"{'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202107141121323_FR1_PX_E002N48_0421_00974', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-07-15T06:00:53Z', 'processingDate': '2021-07-14T11:33:06.849Z', 'parentIdentifier': 'DS_PHR1A_202107141121323_FR1_PX_E002N48_0421_00974', 'azimuthAngle': 180.0506712138888, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '41e0a6df-59a0-433a-84c5-94d7452b02d2', 'processingLevel': 'ALBUM', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'productionStatus': 'ARCHIVED', 'geometryCentroid': [2.3163456510292275, 48.863462339608205], 'workspaceName': 'public', 'processorName': 'MMCAT', 'correlationId': 'mmcat_0066ea8a-be6d-48fe-b12e-76e2e3ce8c9f', 'publicationDate': '2021-07-14T11:36:03.081774609Z', 'illuminationElevationAngle': 62.00990810369483, 'productType': 'mono', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2031-07-13T06:00:35.72544347Z', 'incidenceAngleAcrossTrack': -24.39843935034197, 'illuminationAzimuthAngle': 162.1275075952959, 'format': 'image/jp2', 'incidenceAngleAlongTrack': -33.6699919400442, 'incidenceAngle': 38.86613068776292, 'processingCenter': 'MOC', 'archiveIdentifier': 'DS_PHR1A_202107141121323_FR1_PX_E002N48_0421_00974', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",f1ba135f-ce53-4715-827e-8826c96f0731,airbus,2021-07-14 11:21:32.305000+00:00,,,99.2,0.5,HOURS,423160,316,423.4484963105486,38.86613068776292,"POLYGON ((2.128859 48.82659386000001, 2.15503611 48.82265222, 2.19105709 48.81666778, 2.20899107 48.81397830999999, 2.22717984 48.81102760999999, 2.24571048 48.80780407, 2.35642285 48.78921086, 2.50387608 48.76284191, 2.50349142 48.85144324, 2.50299968 48.87773536, 2.50299476 48.90345765, 2.42121928 48.91750424, 2.23720576 48.94761265, 2.13017046 48.9639133, 2.13005472 48.94113762, 2.1301737 48.92823752, 2.12986455 48.87713816, 2.12881522 48.83952894, 2.128859 48.82659386000001))"
317,4ec45901-7566-4438-81fd-1300419837e6,phr,phr,oneatlas,"{'commercialReference': 'SO21041220', 'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202106151055169_FR1_PX_E002N48_0216_01800', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-06-16T02:30:23.876196147Z', 'processingDate': '2021-06-16T01:14:08.589', 'parentIdentifier': 'DS_PHR1A_202106151055539_FR1_PX_E002N48_0216_01804', 'azimuthAngle': 179.9819625273095, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '9fccfaea-8b8f-4350-8f51-cb745d028474', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': [2.127123371668635, 48.660621763309464], 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': 'fda0cc9a-7106-4170-a0ba-50cf0ad6f97e', 'publicationDate': '2021-06-16T02:30:23.876196147Z', 'illuminationElevationAngle': 62.43248125806671, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2022-06-16T02:30:23.876201505Z', 'incidenceAngleAcrossTrack': 5.890496953876673, 'illuminationAzimuthAngle': 150.7434079675177, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 5.668911267096813, 'incidenceAngle': 8.147761986812172, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1A_202106151055539_FR1_PX_E002N48_0216_01804', 'organisationName': 'AIRBUS DS GEO'}",4ec45901-7566-4438-81fd-1300419837e6,airbus,2021-06-15 10:55:53.931000+00:00,,,10.13,0.5,MINUTES,230680,317,409.5247256648355,8.147761986812172,"POLYGON ((1.98881442 48.75211751, 1.98944461 48.57071133, 2.26470132 48.56907123, 2.26543233 48.74999474, 1.98881442 48.75211751))"
318,e6e77866-1850-4e71-9e23-0e8c41bf45a1,phr,phr,oneatlas,"{'commercialReference': 'SO21041204', 'qualified': False, 'sourceIdentifier': 'DS_PHR1A_202106151055050_FR1_PX_E001N48_1122_03386', 'acquisitionStation': 'FR1', 'archivingCenter': 'FR1', 'lastUpdateDate': '2021-06-16T01:25:12.706019981Z', 'processingDate': '2021-06-16T00:12:32.160', 'parentIdentifier': 'DS_PHR1A_202106151055420_FR1_PX_E001N48_1122_03390', 'azimuthAngle': 179.9824837421568, 'workspaceTitle': 'Public', 'spectralRange': 'VISIBLE', 'productCategory': 'image', 'activityId': '163de02b-508e-4a15-922d-5d16af637136', 'processingLevel': 'SENSOR', 'acquisitionIdentifier': None, 'sensorType': 'OPTICAL', 'customerReference': 'C301000', 'productionStatus': 'IN_CLOUD', 'geometryCentroid': [1.89122054321838, 48.90467787368231], 'workspaceName': 'public', 'processorName': 'DRS-MM V2.9vV2.9', 'correlationId': '0f917f39-e7a2-45cf-b5f3-f7e8b69f5433', 'publicationDate': '2021-06-16T01:25:12.706019981Z', 'illuminationElevationAngle': 62.14653882419915, 'productType': 'bundle', 'workspaceId': '0e33eb50-3404-48ad-b835-b0b4b72a5625', 'expirationDate': '2022-06-16T01:25:12.706023218Z', 'incidenceAngleAcrossTrack': 8.995329495714024, 'illuminationAzimuthAngle': 150.5312374384763, 'format': 'image/jp2', 'incidenceAngleAlongTrack': 1.783690179493871, 'incidenceAngle': 9.164836573508449, 'processingCenter': 'FCMUGC', 'archiveIdentifier': 'DS_PHR1A_202106151055420_FR1_PX_E001N48_1122_03390', 'organisationName': 'AIRBUS DS GEO', 'snowCover': 0}",e6e77866-1850-4e71-9e23-0e8c41bf45a1,airbus,2021-06-15 10:55:42.055000+00:00,,,3.1,0.5,MINUTES,31790,318,780.7260121598141,9.164836573508449,"POLYGON ((1.75051379 49.076301249999986, 1.75213332 48.73348918, 2.03061363 48.73327576, 2.0319273 49.07460433, 1.75051379 49.076301249999986))"
